element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Cs,3,"=""419.3238""","=""0.0003""","=""419.3239""","=""0.0003""","=""24000""","=""2.21e+07""",,"=""164489.795""","=""188330.992""","=""5s2.5p4.(1D<2>).5d""","=""2[2]""","=""3/2""","=""5s2.5p4.(1D<2>).6p""","=""2[1]*""","=""1/2""",,"=""T8611""","=""L14869""",
O,4,"=""""","=""""","=""419.327""","=""""","=""""","=""1.86e+05""",B,"=""549855""","=""573696""","=""2s.2p.(1P*).3p""","=""2P""","=""3/2""","=""2s.2p.(3P*).4s""","=""2P*""","=""1/2""",,"=""T5109LS""","=""""",
Ce,2,"=""419.328""","=""""","=""419.32834+""","=""""","=""370""","=""4.17e+07""",B+,"=""8531.678""","=""32372.621""","=""4f2.(3F).6s""","=""4F""","=""7/2""","=""4f2.(3H<6>).6p<3/2>""","=""(6,3/2)*""","=""9/2""",,"=""T8629""","=""L3475""",
Br,2,"=""419.345""","=""""","=""""","=""""","=""300""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7484""",
Mg,2,"=""419.3482""","=""""","=""419.3470""","=""""","=""2*""","=""""",,"=""93799.63""","=""117639.51""","=""2p6.4f""","=""2F*""","=""5/2""","=""2p6.11g""","=""2G""","=""7/2""",,"=""""","=""L6095""",
Mg,2,"=""419.3482""","=""""","=""419.3491""","=""""","=""2*""","=""""",,"=""93799.75""","=""117639.51""","=""2p6.4f""","=""2F*""","=""7/2""","=""2p6.11g""","=""2G""","=""9/2""",,"=""""","=""L6095""",
S,2,"=""419.3493""","=""0.0006""","=""419.3490""","=""0.0005""","=""2500""","=""6.09e+06""",D+,"=""119783.76""","=""143623.527""","=""3s.3p4""","=""2S""","=""1/2""","=""3s2.3p2.(1D).4p""","=""2P*""","=""3/2""",,"=""T3186c85""","=""L5883""",
Zr,3,"=""419.3502""","=""""","=""419.3504""","=""""","=""275""","=""2.25e+08""",,"=""123404.87""","=""147244.56""","=""4d.4f""","=""3D*""","=""2""","=""4d.(2D<3/2>).5g""","=""2[5/2]""","=""3""",,"=""T6869""","=""L9267""",
Th,1,"=""419.351762""","=""0.000025""","=""419.351777""","=""0.000012""","=""170""","=""""",,"=""17847.07751""","=""41686.6880""","=""5f.6d.7s2""","=""3P*""","=""2""","=""""","=""""","=""3""",,"=""""","=""L5951""",
Xe,1,"=""419.3528""","=""0.0002""","=""419.35296+""","=""""","=""150""","=""2.20e+05""",B,"=""67067.547""","=""90907.090""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).4f""","=""2[5/2]""","=""3""",,"=""T3269""","=""L7292""",
Sc,1,"=""419.3528""","=""0.0008""","=""419.3525""","=""0.0004""","=""5""","=""6.1e+06""",B,"=""16021.7788""","=""39861.348""","=""3d.4s.(3D).4p""","=""4D*""","=""3/2""","=""3d.4s.(3D).4d""","=""""","=""5/2""",,"=""T5448""","=""L4189c12""",
Fe,1,"=""419.36039""","=""0.00014""","=""419.36049""","=""0.00004""","=""65""","=""""",,"=""19621.006""","=""43460.121""","=""3d6.4s2""","=""a 3H""","=""5""","=""3d6.(3H).4s.4p.(3P*)""","=""z 5I*""","=""5""",,"=""""","=""L11631""",
Cr,1,"=""419.36619""","=""0.00005""","=""419.36618""","=""0.00003""","=""53""","=""""",,"=""31047.9572""","=""54886.749""","=""3d5.(2I).4s""","=""a 3I""","=""7""","=""3d4.(3H).4s.4p.(1P*)""","=""w 3H*""","=""6""",,"=""""","=""L14866""",
Sc,1,"=""419.3683""","=""0.0008""","=""419.3691""","=""0.0004""","=""1""","=""""",,"=""16022.7219""","=""39861.348""","=""3d.4s.(1D).4p""","=""2D*""","=""5/2""","=""3d.4s.(3D).4d""","=""""","=""5/2""",,"=""""","=""L4189c12""",
W,1,"=""419.3786""","=""""","=""419.3794""","=""0.0012""","=""6""","=""""",,"=""16431.31""","=""40269.35""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
Ce,2,"=""419.387""","=""""","=""419.38713+""","=""""","=""370""","=""1.56e+07""",B+,"=""4459.872""","=""28297.473""","=""4f.5d.(3F*).6s""","=""4F*""","=""7/2""","=""4f.5d.(3G*).6p""","=""4H""","=""7/2""",,"=""T8629""","=""L3475""",
Cr,1,"=""419.38829""","=""0.00016""","=""419.38832""","=""0.00004""","=""4""","=""""",,"=""31049.2155""","=""54886.749""","=""3d5.(2I).4s""","=""a 3I""","=""6""","=""3d4.(3H).4s.4p.(1P*)""","=""w 3H*""","=""6""",,"=""""","=""L14866""",
Fe,3,"=""419.395""","=""0.003""","=""419.3940""","=""0.0011""","=""670p""","=""4.0e+07""",C+,"=""198774.09""","=""222611.30""","=""3d5.(4G).5p""","=""5H*""","=""5""","=""3d5.(4G).5d""","=""5H""","=""5""",,"=""u44""","=""L1171""",
W,1,"=""419.3950""","=""""","=""419.3952""","=""0.0012""","=""5""","=""""",,"=""23982.80""","=""47819.94""","=""5d5.(4D).6s""","=""5D""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L153""",
V,1,"=""419.3989""","=""0.0003""","=""419.39874""","=""0.00007""","=""41000""","=""""",,"=""21032.503""","=""44869.444""","=""3d3.(4F).4s.4p.(3P*)""","=""z 4D*""","=""7/2""","=""3d3.(4F).4s.(3F).5s""","=""4F""","=""9/2""",,"=""""","=""L15916""",
Na,10,"=""""","=""""","=""419.3""","=""0.5""","=""""","=""1.44e+07""",A,"=""(10558765)""","=""(10582604.8)""","=""1s.3s""","=""3S""","=""1""","=""1s.3p""","=""3P*""","=""0""",,"=""T5231c64,LS""","=""""",
Na,2,"=""419.402""","=""0.010""","=""""","=""""","=""60""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L914""",
Th,2,"=""419.40825""","=""0.00004""","=""419.408260""","=""0.000012""","=""43""","=""""",,"=""16818.06540""","=""40654.4654""","=""6d3""","=""2G""","=""7/2""","=""5f.(2F*).6d2.(3P)""","=""*""","=""5/2""",,"=""""","=""L5951""",
Ra,2,"=""419.409""","=""0.003""","=""419.4091""","=""0.0025""","=""8""","=""""",,"=""48987.86""","=""72824.21""","=""5f""","=""2F*""","=""5/2""","=""7g""","=""2G""","=""7/2,9/2""",,"=""""","=""L3526c162""",
Cs,2,"=""419.4097""","=""0.0004""","=""419.4103""","=""0.0005""","=""20""","=""""",,"=""156822.8269""","=""180659.11""","=""5p5.(2P*<3/2>).7p""","=""2[3/2]""","=""1""","=""5p5.(2P*<3/2>).12s""","=""2[3/2]*""","=""1""",,"=""""","=""L12126""",
Fe,3,"=""419.411""","=""0.006""","=""419.4042""","=""0.0014""","=""750p*""","=""3.2e+07""",D+,"=""205694.18""","=""229530.81""","=""3d5.(4D).5p""","=""5D*""","=""1""","=""3d5.(4D).6s""","=""5D""","=""1""",,"=""u44""","=""L1171""",
Fe,3,"=""419.411""","=""0.006""","=""419.4197""","=""0.0009""","=""750p*""","=""""",,"=""114352.21""","=""138187.96""","=""3d5.(b 2G).4s""","=""3G""","=""3""","=""3d5.(2H).4p""","=""3G*""","=""3""",,"=""""","=""L1171""",
Yb,3,"=""419.434""","=""""","=""""","=""""","=""30""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4835""",
Ho,1,"=""419.435""","=""""","=""""","=""""","=""540""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Ac,1,"=""419.4399""","=""0.0004""","=""419.43971""","=""0.00005""","=""5300""","=""6.53e+07""",B,"=""2231.432""","=""26066.045""","=""6d.7s2""","=""2D""","=""5/2""","=""6d.7s.(1D).7p""","=""2P*""","=""3/2""",,"=""T10463""","=""L7344""",
Fe,1,"=""419.4493""","=""0.0004""","=""419.44886""","=""0.00004""","=""89""","=""""",,"=""21999.130""","=""45833.223""","=""3d7.(2G).4s""","=""a 3G""","=""4""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 5G*""","=""4""",,"=""""","=""L11631""",
Mo,1,"=""419.4562""","=""""","=""419.45620+""","=""""","=""250""","=""2.70e+07""",B,"=""25516.912""","=""49350.588""","=""4d5.(2I).5s""","=""a 3I""","=""5""","=""4d4.5s.(4H).5p""","=""y 3I*""","=""5""",,"=""T5293""","=""L10250,L3475""",
Pm,2,"=""419.470""","=""""","=""""","=""""","=""200""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""u8""",
Fe,3,"=""419.4703""","=""0.0012""","=""419.4709""","=""0.0009""","=""220""","=""4.1e+07""",C,"=""205737.64""","=""229570.48""","=""3d5.(4D).5p""","=""5D*""","=""2""","=""3d5.(4D).6s""","=""5D""","=""2""",,"=""u44""","=""L1171""",
Zr,1,"=""419.476""","=""""","=""""","=""""","=""400""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
B,2,"=""419.4792""","=""0.0010""","=""419.4792""","=""0.0011""","=""180""","=""1.34e+08""",B,"=""144102.94""","=""167935.31""","=""1s2.2s.3p""","=""1P*""","=""1""","=""1s2.2s.4s""","=""1S""","=""0""",,"=""u27""","=""L12120""",
Ce,3,"=""419.483""","=""""","=""""","=""""","=""500""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3518""",
Dy,1,"=""419.484""","=""""","=""419.48464+""","=""""","=""6800""","=""8.8e+07""",B+,"=""0.000""","=""23832.060""","=""4f10.6s2""","=""5I""","=""8""","=""4f9.(6H*).5d2.(3F) (8K*).6s""","=""*""","=""8""",,"=""T7148""","=""L3475""",
Xe,3,"=""419.487""","=""0.005""","=""419.4876+""","=""""","=""9""","=""""",,"=""143048.20""","=""166880.09""","=""5s2.5p3.(2D*).6s""","=""1D*""","=""2""","=""5s2.5p3.(4S*).4f""","=""5F""","=""2""",,"=""""","=""L10579""",
Th,1,"=""419.493598""","=""0.000009""","=""419.493599""","=""0.000003""","=""2300""","=""""",,"=""7795.275291""","=""31626.82622""","=""5f.6d.7s2""","=""3H*""","=""4""","=""""","=""""","=""5""",,"=""""","=""L18702""",
Yb,3,"=""419.495""","=""""","=""""","=""""","=""100""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4835""",
Cr,1,"=""419.49502""","=""0.00005""","=""419.49500""","=""0.00003""","=""40""","=""""",,"=""31055.2777""","=""54886.749""","=""3d5.(2I).4s""","=""a 3I""","=""5""","=""3d4.(3H).4s.4p.(1P*)""","=""w 3H*""","=""6""",,"=""""","=""L14866""",
Cl,2,"=""""","=""""","=""419.5079""","=""""","=""""","=""3.7e+07""",D,"=""137806.15""","=""161636.89""","=""3s2.3p3.(2P*).4s""","=""3P*""","=""1""","=""3s2.3p3.(4S*).5p""","=""3P""","=""2""",,"=""T1619CA,LS""","=""""",
Nb,1,"=""419.509""","=""""","=""""","=""""","=""870""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Sc,1,"=""419.5100""","=""0.0008""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4189c12""",
Sb,2,"=""419.517""","=""""","=""419.512+""","=""""","=""15""","=""""",,"=""67887.5""","=""91718.0""","=""5s.5p3""","=""3D*""","=""3""","=""5s2.5p.6p""","=""3P""","=""2""",,"=""""","=""L3304,L16370""",
Dy,2,"=""419.519""","=""""","=""""","=""""","=""320""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,1,"=""419.52264""","=""0.00005""","=""419.522617""","=""0.000011""","=""19""","=""""",,"=""18011.38030""","=""41841.2829""","=""5f.6d2.7s""","=""5H*""","=""5""","=""""","=""""","=""6""",,"=""""","=""L5951""",
Hf,1,"=""419.5260""","=""0.0010""","=""419.52490""","=""0.00012""","=""330""","=""""",,"=""22450.5521""","=""46280.325""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5F*""","=""2""","=""6p2.(1D).5d.(2F).6s""","=""g 3F""","=""3""",,"=""""","=""L16323""",
Fe,1,"=""419.53288""","=""0.00005""","=""419.532874""","=""0.000025""","=""9100""","=""1.11e+07""",B,"=""26874.550""","=""50703.870""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""5""","=""3d6.(5D).4s (6D).4d""","=""e 5G""","=""5""",,"=""T5720""","=""L11631""",
Cu,2,"=""419.53590""","=""0.00016""","=""419.53583""","=""0.00005""","=""210""","=""""",,"=""122745.9491""","=""146575.101""","=""3d9.(2D<3/2>).5p""","=""2[5/2]*""","=""2""","=""3d9.(2D<5/2>).6d""","=""2[5/2]""","=""2""",,"=""""","=""L869c171""",
Eu,2,"=""419.536""","=""""","=""""","=""""","=""40""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Cr,2,"=""419.54152""","=""0.00010""","=""419.54155""","=""0.00003""","=""6""","=""""",,"=""42897.9553""","=""66726.7823""","=""3d4.(3D).4s""","=""b 2D""","=""5/2""","=""3d4.(a 3P).4p""","=""y 4P*""","=""5/2""",,"=""""","=""L18847""",
Mn,5,"=""""","=""""","=""419.544""","=""""","=""""","=""1.1e-03""",E,"=""16594.6""","=""40423.3""","=""3d3""","=""4P""","=""3/2""","=""3d3""","=""2F""","=""7/2""",E2,"=""T233n""","=""""",
Fe,3,"=""419.5470""","=""0.0017""","=""419.5457""","=""0.0009""","=""120h""","=""5.07e+07""",B,"=""198774.09""","=""222602.68""","=""3d5.(4G).5p""","=""5H*""","=""5""","=""3d5.(4G).5d""","=""5H""","=""6""",,"=""u44""","=""L1171""",
W,1,"=""419.554""","=""""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
Th,2,"=""419.55577""","=""0.00003""","=""419.555777""","=""0.000011""","=""150""","=""""",,"=""18816.8664""","=""42644.8856""","=""5f.(2F*).6d2.(3F)""","=""4I*""","=""13/2""","=""5f.6d.(3H*).7p""","=""""","=""13/2""",,"=""""","=""L5951""",
Ra,2,"=""419.556""","=""0.003""","=""419.556""","=""0.003""","=""2""","=""""",,"=""50606.29""","=""74434.30""","=""8p""","=""2P*""","=""1/2""","=""11d""","=""2D""","=""3/2""",,"=""""","=""L3526c162""",
Si,3,"=""""","=""""","=""419.5589""","=""""","=""""","=""4.93e+01""",B+,"=""175336.26""","=""199164.10""","=""3s.4p""","=""3P*""","=""2""","=""3p.3d""","=""3F*""","=""4""",E2,"=""c44""","=""""",
V,1,"=""419.5590""","=""0.0003""","=""419.55904""","=""0.00004""","=""70000""","=""""",,"=""20789.112""","=""44616.946""","=""3d4.(3D).4s""","=""b 4D""","=""5/2""","=""3d4.(3D).4p""","=""p 4D*""","=""5/2""",,"=""""","=""L15916""",
Cr,1,"=""419.559""","=""0.006""","=""419.5600""","=""0.0005""","=""2w""","=""""",,"=""27703.7743""","=""51531.555""","=""3d4.4s2""","=""b 3G""","=""4""","=""3d5.(6S).8p""","=""7P*""","=""3""",,"=""""","=""L808""",
Fe,1,"=""419.56176""","=""0.00005""","=""419.561750""","=""0.000025""","=""1150""","=""1.21e+06""",C+,"=""24335.766""","=""48163.446""","=""3d7.(2P).4s""","=""c 3P""","=""2""","=""3d5.(6S).4s2.4p""","=""v 5P*""","=""2""",,"=""T5720""","=""L11631""",
Nb,1,"=""419.566""","=""""","=""""","=""""","=""1300""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Kr,3,"=""419.572""","=""""","=""419.5757+""","=""""","=""1""","=""""",,"=""192701.85""","=""216528.74""","=""4s2.4p3.(2D*).5p""","=""3F""","=""2""","=""4s2.4p3.(4S*).5d""","=""5D*""","=""2""",,"=""""","=""L7284""",
Sc,1,"=""419.5730""","=""0.0008""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4189c12""",
N,3,"=""419.576""","=""""","=""419.574""","=""""","=""120""","=""9.37e+07""",B,"=""297151.2""","=""320978.2""","=""2s.2p.(3P*).3s""","=""2P*""","=""1/2""","=""2s.2p.(3P*).3p""","=""2D""","=""3/2""",,"=""T7192LS""","=""L3513""",
Cu,2,"=""419.57735""","=""0.00013""","=""419.57740""","=""0.00007""","=""340""","=""""",,"=""115568.99497""","=""139395.786""","=""3d9.(2D<5/2>).4d""","=""2[9/2]""","=""5""","=""3d9.(2D<5/2>).6p""","=""2[7/2]*""","=""4""",,"=""""","=""L869c171""",
V,2,"=""419.5822""","=""0.0020""","=""419.582386""","=""0.000025""","=""44""","=""""",,"=""13542.6461""","=""37369.1542""","=""3d4""","=""b 3F2""","=""3""","=""3d3.(4F).4p""","=""z 5D*""","=""2""",,"=""""","=""L8201c179""",
Th,2,"=""419.583252""","=""0.000023""","=""419.583218""","=""0.000016""","=""240""","=""""",,"=""14545.55724""","=""38372.0181""","=""5f.6d.(3D*).7s""","=""4D*""","=""5/2""","=""5f2.(3F).6d""","=""""","=""3/2""",,"=""""","=""L5951""",
W,1,"=""419.5840""","=""""","=""419.5853""","=""0.0012""","=""1""","=""""",,"=""28233.44""","=""52059.78""","=""5d5.(4F).6s""","=""5F""","=""5""","=""""","=""*""","=""4""",,"=""""","=""L153""",
Kr,3,"=""419.591""","=""""","=""419.5818+""","=""""","=""1h""","=""""",,"=""209284.41""","=""233110.95""","=""4s2.4p3.(2P*).5p""","=""3P""","=""1""","=""4s2.4p3.(2D*).5d""","=""3D*""","=""2""",,"=""""","=""L3356""",
Th,2,"=""419.59501""","=""0.00003""","=""419.595020""","=""0.000011""","=""110""","=""""",,"=""15242.89888""","=""39068.6896""","=""5f.(2F*).6d2.(3F)""","=""4H*""","=""9/2""","=""5f2.(3F).6d""","=""""","=""7/2""",,"=""""","=""L5951""",
Na,1,"=""419.598""","=""0.002""","=""419.60405""","=""0.00004""","=""""","=""3.27e+04""",B,"=""16973.36619""","=""[40798.644]""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.13d""","=""2D""","=""3/2""",,"=""T7799""","=""L9493""",
Na,1,"=""419.598""","=""0.002""","=""419.60409""","=""0.00004""","=""""","=""1.96e+05""",B,"=""16973.36619""","=""[40798.642]""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.13d""","=""2D""","=""5/2""",,"=""T7799""","=""L9493""",
Li,1,"=""419.6""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L1614""",
Eu,2,"=""419.618""","=""""","=""""","=""""","=""40""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Pu,2,"=""419.620""","=""""","=""""","=""""","=""10000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""u1""",
Fe,1,"=""419.62081""","=""0.00005""","=""419.620852""","=""0.000025""","=""4790""","=""1.09e+07""",B+,"=""27394.691""","=""51219.015""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""e 5G""","=""3""",,"=""T5720""","=""L11631""",
V,1,"=""419.6229""","=""0.0004""","=""419.62302""","=""0.00012""","=""8000""","=""""",,"=""20828.481""","=""44652.682""","=""3d3.(4F).4s.4p.(3P*)""","=""z 4D*""","=""5/2""","=""3d3.(4F).4s.(3F).5s""","=""4F""","=""5/2""",,"=""""","=""L15916""",
O,2,"=""419.6260""","=""""","=""419.6273""","=""""","=""6""","=""3.56e+06""",D,"=""229968.44""","=""253792.40""","=""2s2.2p2.(1D).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).3d""","=""2P""","=""3/2""",,"=""T5723LS""","=""L10621""",
Ce,2,"=""419.634""","=""""","=""419.63325+""","=""""","=""630""","=""2.16e+07""",B+,"=""3363.427""","=""27187.047""","=""4f.5d.(3F*).6s""","=""4F*""","=""5/2""","=""4f.5d.(3F*).6p""","=""4G""","=""7/2""",,"=""T8629""","=""L3475""",
Ne,1,"=""419.6415""","=""0.0020""","=""419.64197""","=""0.00009""","=""150""","=""""",,"=""148257.7898""","=""172080.915""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
Sc,1,"=""419.6451""","=""0.0008""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4189c12""",
Rh,1,"=""419.650""","=""""","=""419.6496""","=""""","=""330""","=""3.8e+06""",C+,"=""9221.22""","=""33043.91""","=""4d8.(3P).5s""","=""a 4P""","=""5/2""","=""4d8.(3F).5p""","=""z 2G*""","=""7/2""",,"=""T5181""","=""L3475""",
Fe,1,"=""419.65308""","=""0.00005""","=""419.653070""","=""0.000025""","=""1020""","=""3.0e+05""",E,"=""23783.619""","=""47606.114""","=""3d6.4s2""","=""b 3G""","=""5""","=""3d6.(3G).4s.4p.(3P*)""","=""v 5F*""","=""5""",,"=""T2578n""","=""L11631""",
La,2,"=""419.655""","=""""","=""419.6546+""","=""""","=""1500""","=""3.81e+07""",B+,"=""2591.60""","=""26414.01""","=""5d.6s""","=""a 3D""","=""2""","=""5d.6p""","=""x 3F*""","=""2""",,"=""T7455""","=""L3475""",
Fe,1,"=""419.66712""","=""0.00005""","=""419.66709""","=""0.00006""","=""890""","=""""",,"=""19621.006""","=""43442.705""","=""3d6.4s2""","=""a 3H""","=""5""","=""3d6.(3H).4s.4p.(3P*)""","=""z 5I*""","=""4""",,"=""""","=""L11631""",
O,2,"=""419.6701""","=""""","=""419.6697""","=""""","=""10""","=""3.56e+07""",D,"=""229968.44""","=""253789.99""","=""2s2.2p2.(1D).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).3d""","=""2P""","=""1/2""",,"=""T5723LS""","=""L10621""",
Tb,1,"=""419.674""","=""""","=""""","=""""","=""390""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,1,"=""419.68283""","=""0.00005""","=""419.682844""","=""0.000021""","=""20""","=""""",,"=""20214.92997""","=""44035.7349""","=""6d2.7s.7p""","=""5D*""","=""3""","=""""","=""""","=""4""",,"=""""","=""L5951""",
Th,1,"=""419.68482""","=""0.00005""","=""419.684810""","=""0.000013""","=""32""","=""""",,"=""12847.96912""","=""36668.6625""","=""6d3.(4P).7s""","=""5P""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L5951""",
Na,7,"=""""","=""""","=""419.7""","=""2.5""","=""""","=""2.26e+05""",C,"=""1399070""","=""1422890""","=""2p2.(3P).3d""","=""4P""","=""5/2""","=""2s.2p.(3P*).4s""","=""4P*""","=""5/2""",,"=""T7192c3,LS""","=""""",
Pr,3,"=""419.701""","=""""","=""""","=""""","=""240""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L2466""",
Th,1,"=""419.70161""","=""0.00018""","=""419.701458""","=""0.000014""","=""13""","=""""",,"=""17411.224415""","=""41230.9729""","=""6d.7s2.7p""","=""3D*""","=""3""","=""""","=""""","=""4""",,"=""""","=""L3552""",
W,1,"=""419.7044""","=""""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
Fe,1,"=""419.7097""","=""0.0004""","=""419.709607""","=""0.000025""","=""479bl""","=""""",,"=""7985.785""","=""31805.071""","=""3d7.(4F).4s""","=""a 5F""","=""2""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3F*""","=""3""",,"=""""","=""L11631""",
Mn,1,"=""""","=""""","=""419.7169""","=""""","=""""","=""2.3e-05""",E,"=""0.00""","=""23818.87""","=""3d5.4s2""","=""a 6S""","=""5/2""","=""3d6.(5D).4s""","=""a 4D""","=""1/2""",E2,"=""T2149""","=""""",
Cr,1,"=""419.72328""","=""0.00005""","=""419.72326""","=""0.00003""","=""45""","=""""",,"=""31047.9572""","=""54866.4684""","=""3d5.(2I).4s""","=""a 3I""","=""7""","=""3d5.(4G).5p""","=""v 3H*""","=""6""",,"=""""","=""L14866""",
V,1,"=""419.7276""","=""0.0003""","=""419.72765""","=""0.00005""","=""32000""","=""1.38e+05""",C+,"=""2112.282""","=""25930.544""","=""3d4.(5D).4s""","=""a 6D""","=""1/2""","=""3d4.(5D).4p""","=""y 4F*""","=""3/2""",,"=""T9399""","=""L15916""",
Zr,3,"=""419.7309""","=""""","=""419.7309""","=""""","=""15""","=""4.72e+08""",,"=""124835.07""","=""148653.15""","=""4d.4f""","=""3P*""","=""0""","=""4d.(2D<5/2>).5g""","=""2[3/2]""","=""1""",,"=""T6869""","=""L9267""",
Th,1,"=""419.73165""","=""0.00005""","=""419.731635""","=""0.000013""","=""20""","=""""",,"=""15493.21943""","=""39311.2554""","=""6d3.(2H).7s""","=""3H""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L5951""",
As,2,"=""419.740""","=""""","=""""","=""""","=""615""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L820""",
Hf,1,"=""419.7430""","=""0.0010""","=""419.74214""","=""0.00012""","=""130""","=""""",,"=""20960.1223""","=""44777.562""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5G*""","=""4""","=""5d2.(3F).6s.(a 4F).7s""","=""d 3F""","=""4""",,"=""""","=""L16323""",
Bk,2,"=""419.744""","=""""","=""""","=""""","=""10000s""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4703""",
Cr,1,"=""419.745""","=""0.003""","=""419.74544""","=""0.00004""","=""10""","=""""",,"=""31049.2155""","=""54866.4684""","=""3d5.(2I).4s""","=""a 3I""","=""6""","=""3d5.(4G).5p""","=""v 3H*""","=""6""",,"=""""","=""L808""",
W,1,"=""419.7530""","=""""","=""419.7531""","=""0.0012""","=""2""","=""""",,"=""17107.01""","=""40923.83""","=""5d4.6s2""","=""3F2""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
Ir,1,"=""419.754""","=""""","=""419.7525+""","=""""","=""23""","=""""",,"=""11831.09""","=""35647.94""","=""5d8.(3F).6s""","=""b 4F""","=""3/2""","=""5d7.6s.(5F).6p""","=""z 6D*""","=""1/2""",,"=""""","=""L3475""",
Ru,1,"=""419.758""","=""""","=""419.7582+""","=""""","=""550""","=""""",,"=""8575.42""","=""32391.95""","=""4d6.5s2""","=""a 5D""","=""3""","=""4d7.(a 4F).5p""","=""z 3F*""","=""3""",,"=""""","=""L3475""",
V,1,"=""419.75976""","=""0.00018""","=""419.75980""","=""0.00007""","=""260000""","=""""",,"=""15264.832""","=""39081.270""","=""3d3.4s2""","=""a 2H""","=""11/2""","=""3d3.(2H).4s.4p.(3P*)""","=""y 2I*""","=""13/2""",,"=""""","=""L15916""",
V,2,"=""""","=""""","=""419.76023""","=""0.00018""","=""""","=""1.8e-01""",E,"=""20343.0477""","=""44159.461""","=""3d3.(4P).4s""","=""c 3P""","=""2""","=""3d3.(2D1).4s""","=""c 3D""","=""2""",E2,"=""T9770""","=""""",
